date,sample_count
2019-08-07,978
2019-08-08,977
2019-08-09,977
2019-08-12,977
2019-08-13,976
2019-08-14,975
2019-08-15,978
2019-08-16,978
2019-08-19,978
2019-08-20,978
2019-08-21,978
2019-08-22,978
2019-08-23,978
2019-08-26,978
2019-08-27,978
2019-08-28,978
2019-08-29,977
2019-08-30,975
2019-09-02,978
2019-09-03,978
2019-09-04,978
2019-09-05,978
2019-09-06,978
2019-09-09,979
2019-09-10,977
2019-09-11,978
2019-09-12,978
2019-09-16,978
2019-09-17,978
2019-09-18,978
2019-09-19,977
2019-09-20,979
2019-09-23,978
2019-09-24,978
2019-09-25,979
2019-09-26,979
2019-09-27,977
2019-09-30,978
2019-10-08,975
2019-10-09,974
2019-10-10,977
2019-10-11,978
2019-10-14,978
2019-10-15,978
2019-10-16,978
2019-10-17,977
2019-10-18,978
2019-10-21,979
2019-10-22,980
2019-10-23,979
2019-10-24,979
2019-10-25,979
2019-10-28,979
2019-10-29,979
2019-10-30,977
2019-10-31,979
2019-11-01,978
2019-11-04,979
2019-11-05,979
2019-11-06,979
2019-11-07,979
2019-11-08,979
2019-11-11,979
2019-11-12,980
2019-11-13,978
2019-11-14,979
2019-11-15,979
2019-11-18,979
2019-11-19,979
2019-11-20,979
2019-11-21,980
2019-11-22,980
2019-11-25,979
2019-11-26,978
2019-11-27,979
2019-11-28,977
2019-11-29,979
2019-12-02,977
2019-12-03,978
2019-12-04,977
2019-12-05,977
2019-12-06,976
2019-12-09,976
2019-12-10,976
2019-12-11,976
2019-12-12,975
2019-12-13,977
2019-12-16,978
2019-12-17,977
2019-12-18,976
2019-12-19,977
2019-12-20,977
2019-12-23,979
2019-12-24,979
2019-12-25,977
2019-12-26,980
2019-12-27,979
2019-12-30,980
2019-12-31,979
2020-01-02,979
2020-01-03,979
2020-01-06,978
2020-01-07,979
2020-01-08,977
2020-01-09,977
2020-01-10,976
2020-01-13,977
2020-01-14,978
2020-01-15,976
2020-01-16,976
2020-01-17,977
2020-01-20,976
2020-01-21,978
2020-01-22,980
2020-01-23,980
2020-02-03,980
2020-02-04,980
2020-02-05,980
2020-02-06,980
2020-02-07,980
2020-02-10,980
2020-02-11,980
2020-02-12,980
2020-02-13,980
2020-02-14,980
2020-02-17,980
2020-02-18,979
2020-02-19,980
2020-02-20,980
2020-02-21,980
2020-02-24,980
2020-02-25,980
2020-02-26,980
2020-02-27,979
2020-02-28,979
2020-03-02,979
2020-03-03,979
2020-03-04,977
2020-03-05,978
2020-03-06,979
2020-03-09,978
2020-03-10,978
2020-03-11,977
2020-03-12,976
2020-03-13,976
2020-03-16,976
2020-03-17,976
2020-03-18,977
2020-03-19,979
2020-03-20,979
2020-03-23,980
2020-03-24,979
2020-03-25,979
2020-03-26,978
2020-03-27,979
2020-03-30,979
2020-03-31,978
2020-04-01,979
2020-04-02,979
2020-04-03,979
2020-04-07,978
2020-04-08,978
2020-04-09,978
2020-04-10,978
2020-04-13,979
2020-04-14,979
2020-04-15,977
2020-04-16,979
2020-04-17,979
2020-04-20,977
2020-04-21,977
2020-04-22,978
2020-04-23,977
2020-04-24,978
2020-04-27,978
2020-04-28,977
2020-04-29,976
2020-04-30,973
2020-05-06,975
2020-05-07,975
2020-05-08,976
2020-05-11,975
2020-05-12,974
2020-05-13,976
2020-05-14,976
2020-05-15,976
2020-05-18,976
2020-05-19,975
2020-05-20,975
2020-05-21,975
2020-05-22,976
2020-05-25,975
2020-05-26,975
2020-05-27,973
2020-05-28,974
2020-05-29,974
2020-06-01,975
2020-06-02,975
2020-06-03,976
2020-06-04,976
2020-06-05,975
2020-06-08,978
2020-06-09,977
2020-06-10,978
2020-06-11,978
2020-06-12,978
2020-06-15,978
2020-06-16,977
2020-06-17,977
2020-06-18,976
2020-06-19,976
2020-06-22,975
2020-06-23,975
2020-06-24,977
2020-06-29,977
2020-06-30,977
2020-07-01,978
2020-07-02,978
2020-07-03,978
2020-07-06,978
